n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,tmpsize,size,knob_I_B,obj1,obj2,lut,ff,dsp,bram
4611,10,200,3,1,1,1,4,100,40000,0,2.3224,168,933,242,0,5
4612,10,200,3,1,1,2,1,100,40000,0,1.8559,139,766,218,0,5
4613,10,200,3,1,1,2,2,100,40000,0,1.9274,164,962,229,0,5
4614,10,200,3,1,1,2,3,100,40000,0,1.9425,163,882,242,0,5
4615,10,200,3,1,1,2,4,100,40000,0,2.3836,165,843,165,0,5
4616,10,200,3,1,1,3,1,100,40000,0,1.9751,141,819,229,0,5
4617,10,200,3,1,1,3,2,100,40000,0,2.1952,175,976,241,0,5
4618,10,200,3,1,1,3,3,100,40000,0,1.7554,168,925,253,0,5
4619,10,200,3,1,1,3,4,100,40000,0,2.4917,173,992,260,0,5
4620,10,200,3,1,1,4,1,100,40000,0,1.9914,169,970,230,0,5
4621,10,200,3,1,1,4,2,100,40000,0,2.2061,176,1026,241,0,5
4622,10,200,3,1,1,4,3,100,40000,0,2.1127,164,908,254,0,5
4623,10,200,3,1,1,4,4,100,40000,0,2.9550,185,1029,260,0,5
4624,10,200,3,1,2,1,1,100,40000,0,1.5573,128,741,211,0,5
4625,10,200,3,1,2,1,2,100,40000,0,2.1059,140,821,218,0,5
4626,10,200,3,1,2,1,3,100,40000,0,1.9451,160,944,233,0,5
4627,10,200,3,1,2,1,4,100,40000,0,2.2734,171,969,242,0,5
4628,10,200,3,1,2,2,1,100,40000,0,1.8381,162,952,217,0,5
4629,10,200,3,1,2,2,2,100,40000,0,1.9271,139,802,224,0,5
4630,10,200,3,1,2,2,3,100,40000,0,1.9527,170,914,156,0,5
4631,10,200,3,1,2,2,4,100,40000,0,2.3136,161,958,248,0,5
4632,10,200,3,1,2,3,1,100,40000,0,1.8973,171,958,229,0,5
4633,10,200,3,1,2,3,2,100,40000,0,2.3612,175,1027,236,0,5
4634,10,200,3,1,2,3,3,100,40000,0,1.9598,155,940,251,0,5
4635,10,200,3,1,2,3,4,100,40000,0,2.4506,164,990,260,0,5
4636,10,200,3,1,2,4,1,100,40000,0,1.9259,171,961,229,0,5
4637,10,200,3,1,2,4,2,100,40000,0,2.2099,173,984,236,0,5
4638,10,200,3,1,2,4,3,100,40000,0,1.7634,181,1043,251,0,5
4639,10,200,3,1,2,4,4,100,40000,0,2.6009,186,1069,260,0,5
4640,10,200,3,1,3,1,1,100,40000,0,1.4971,126,690,219,0,5
4641,10,200,3,1,3,1,2,100,40000,0,1.9726,171,977,229,0,5
4642,10,200,3,1,3,1,3,100,40000,0,1.6212,156,865,243,0,5
4643,10,200,3,1,3,1,4,100,40000,0,2.2345,157,873,167,0,5
4644,10,200,3,1,3,2,1,100,40000,0,1.8476,154,886,225,0,5
4645,10,200,3,1,3,2,2,100,40000,0,2.2478,150,862,235,0,5
4646,10,200,3,1,3,2,3,100,40000,0,1.8684,173,986,249,0,5
4647,10,200,3,1,3,2,4,100,40000,0,2.9549,176,971,256,0,5
4648,10,200,3,1,3,3,1,100,40000,0,1.9451,187,1041,237,0,5
4649,10,200,3,1,3,3,2,100,40000,0,1.7064,161,941,164,0,5
4650,10,200,3,1,3,3,3,100,40000,0,1.7549,184,1062,261,0,5
4651,10,200,3,1,3,3,4,100,40000,0,2.4692,193,1052,268,0,5
4652,10,200,3,1,3,4,1,100,40000,0,1.9855,175,1015,238,0,5
4653,10,200,3,1,3,4,2,100,40000,0,1.9798,173,970,165,0,5
4654,10,200,3,1,3,4,3,100,40000,0,1.9857,162,969,262,0,5
4655,10,200,3,1,3,4,4,100,40000,0,2.7246,194,1121,267,0,5
4656,10,200,3,1,4,1,1,100,40000,0,1.7266,163,976,225,0,5
4657,10,200,3,1,4,1,2,100,40000,0,1.8347,141,770,229,0,5
4658,10,200,3,1,4,1,3,100,40000,0,1.7289,160,853,161,0,5
4659,10,200,3,1,4,1,4,100,40000,0,2.2883,155,862,252,0,5
4660,10,200,3,1,4,2,1,100,40000,0,1.9691,205,1112,231,0,5
4661,10,200,3,1,4,2,2,100,40000,0,1.9966,189,1046,235,0,5
4662,10,200,3,1,4,2,3,100,40000,0,2.1506,164,944,250,0,5
4663,10,200,3,1,4,2,4,100,40000,0,2.4947,151,855,258,0,5
4664,10,200,3,1,4,3,1,100,40000,0,2.0451,178,1032,243,0,5
4665,10,200,3,1,4,3,2,100,40000,0,2.2238,167,987,247,0,5
4666,10,200,3,1,4,3,3,100,40000,0,1.9864,206,1132,262,0,5
4667,10,200,3,1,4,3,4,100,40000,0,2.3476,184,1011,270,0,5
4668,10,200,3,1,4,4,1,100,40000,0,1.9917,171,1032,243,0,5
4669,10,200,3,1,4,4,2,100,40000,0,2.1264,210,1165,247,0,5
4670,10,200,3,1,4,4,3,100,40000,0,2.1420,192,1090,262,0,5
4671,10,200,3,1,4,4,4,100,40000,0,2.7986,177,968,270,0,5
4672,10,200,3,2,1,1,1,100,40000,0,1.9209,155,923,219,0,5
4673,10,200,3,2,1,1,2,100,40000,0,2.0575,172,967,231,0,5
4674,10,200,3,2,1,1,3,100,40000,0,1.9789,177,992,160,0,5
4675,10,200,3,2,1,1,4,100,40000,0,2.6469,202,1168,250,0,5
4676,10,200,3,2,1,2,1,100,40000,0,2.0293,162,934,226,0,5
4677,10,200,3,2,1,2,2,100,40000,0,2.1932,176,1024,237,0,5
4678,10,200,3,2,1,2,3,100,40000,0,2.1625,194,1013,250,0,5
4679,10,200,3,2,1,2,4,100,40000,0,2.3374,154,840,164,0,5
4680,10,200,3,2,1,3,1,100,40000,0,2.2912,203,1099,237,0,5
4681,10,200,3,2,1,3,2,100,40000,0,2.2863,180,1020,249,0,5
4682,10,200,3,2,1,3,3,100,40000,0,2.1087,191,1089,261,0,5
4683,10,200,3,2,1,3,4,100,40000,0,2.6880,174,1014,268,0,5
4684,10,200,3,2,1,4,1,100,40000,0,2.1262,198,1052,237,0,5
4685,10,200,3,2,1,4,2,100,40000,0,2.1184,189,1064,249,0,5
4686,10,200,3,2,1,4,3,100,40000,0,2.0279,194,1122,261,0,5
4687,10,200,3,2,1,4,4,100,40000,0,2.9300,189,1199,268,0,5
4688,10,200,3,2,2,1,1,100,40000,0,2.0338,180,1052,219,0,5
4689,10,200,3,2,2,1,2,100,40000,0,2.3792,161,1014,226,0,5
4690,10,200,3,2,2,1,3,100,40000,0,2.0398,184,1092,241,0,5
4691,10,200,3,2,2,1,4,100,40000,0,2.8058,215,1164,248,0,5
4692,10,200,3,2,2,2,1,100,40000,0,1.7998,162,912,225,0,5
4693,10,200,3,2,2,2,2,100,40000,0,2.2895,179,965,232,0,5
4694,10,200,3,2,2,2,3,100,40000,0,1.7696,151,835,247,0,5
4695,10,200,3,2,2,2,4,100,40000,0,2.6857,177,1048,254,0,5
4696,10,200,3,2,2,3,1,100,40000,0,1.8987,196,1134,237,0,5
4697,10,200,3,2,2,3,2,100,40000,0,2.1339,172,972,244,0,5
4698,10,200,3,2,2,3,3,100,40000,0,2.0793,169,966,259,0,5
4699,10,200,3,2,2,3,4,100,40000,0,2.4965,186,1110,266,0,5
4700,10,200,3,2,2,4,1,100,40000,0,1.8503,166,938,237,0,5
4701,10,200,3,2,2,4,2,100,40000,0,2.2507,171,1024,244,0,5
4702,10,200,3,2,2,4,3,100,40000,0,2.0772,185,1071,259,0,5
4703,10,200,3,2,2,4,4,100,40000,0,2.6159,191,1119,159,0,5
4704,10,200,3,2,3,1,1,100,40000,0,2.1423,182,1012,228,0,5
4705,10,200,3,2,3,1,2,100,40000,0,2.3955,191,1060,238,0,5
4706,10,200,3,2,3,1,3,100,40000,0,1.8704,181,1008,252,0,5
4707,10,200,3,2,3,1,4,100,40000,0,2.5143,159,901,165,0,5
4708,10,200,3,2,3,2,1,100,40000,0,2.1101,169,997,234,0,5
4709,10,200,3,2,3,2,2,100,40000,0,2.2942,184,1023,244,0,5
4710,10,200,3,2,3,2,3,100,40000,0,2.1113,180,1052,258,0,5
4711,10,200,3,2,3,2,4,100,40000,0,2.8618,175,1039,263,0,5
4712,10,200,3,2,3,3,1,100,40000,0,2.1405,181,1066,163,0,5
4713,10,200,3,2,3,3,2,100,40000,0,2.5481,181,1051,256,0,5
4714,10,200,3,2,3,3,3,100,40000,0,2.1865,194,1191,270,0,5
4715,10,200,3,2,3,3,4,100,40000,0,3.0365,216,1106,275,0,5
4716,10,200,3,2,3,4,1,100,40000,0,2.0434,186,1120,164,0,5
4717,10,200,3,2,3,4,2,100,40000,0,2.1602,169,1002,257,0,5
4718,10,200,3,2,3,4,3,100,40000,0,2.1396,205,1215,271,0,5
4719,10,200,3,2,3,4,4,100,40000,0,2.8012,202,1166,275,0,5
4720,10,200,3,2,4,1,1,100,40000,0,1.8854,161,934,233,0,5
4721,10,200,3,2,4,1,2,100,40000,0,2.1977,173,1031,237,0,5
4722,10,200,3,2,4,1,3,100,40000,0,1.8255,169,936,252,0,5
4723,10,200,3,2,4,1,4,100,40000,0,2.4347,182,1053,260,0,5
4724,10,200,3,2,4,2,1,100,40000,0,2.0899,160,900,239,0,5
4725,10,200,3,2,4,2,2,100,40000,0,2.0438,173,964,160,0,5
4726,10,200,3,2,4,2,3,100,40000,0,1.9597,178,979,258,0,5
4727,10,200,3,2,4,2,4,100,40000,0,2.6204,192,994,266,0,5
4728,10,200,3,2,4,3,1,100,40000,0,1.9431,162,915,165,0,5
4729,10,200,3,2,4,3,2,100,40000,0,2.2747,181,1023,255,0,5
4730,10,200,3,2,4,3,3,100,40000,0,2.0583,171,1027,270,0,5
4731,10,200,3,2,4,3,4,100,40000,0,2.6450,211,1148,278,0,5
4732,10,200,3,2,4,4,1,100,40000,0,2.1549,192,1064,251,0,5
4733,10,200,3,2,4,4,2,100,40000,0,2.4087,189,1067,255,0,5
4734,10,200,3,2,4,4,3,100,40000,0,2.0554,197,1100,270,0,5
4735,10,200,3,2,4,4,4,100,40000,0,3.0005,201,1170,278,0,5
4736,10,200,3,3,1,1,1,100,40000,0,2.1769,166,973,236,0,5
4737,10,200,3,3,1,1,2,100,40000,0,1.9579,154,852,163,0,5
4738,10,200,3,3,1,1,3,100,40000,0,2.1297,154,955,263,0,5
4739,10,200,3,3,1,1,4,100,40000,0,2.6300,162,905,165,0,5
4740,10,200,3,3,1,2,1,100,40000,0,2.0025,159,888,245,0,5
4741,10,200,3,3,1,2,2,100,40000,0,2.0449,167,913,255,0,5
4742,10,200,3,3,1,2,3,100,40000,0,2.0285,185,1052,272,0,5
4743,10,200,3,3,1,2,4,100,40000,0,2.6582,191,1120,275,0,5
4744,10,200,3,3,1,3,1,100,40000,0,2.1355,159,959,254,0,5
4745,10,200,3,3,1,3,2,100,40000,0,2.1676,191,1077,264,0,5
4746,10,200,3,3,1,3,3,100,40000,0,2.3692,172,990,281,0,5
4747,10,200,3,3,1,3,4,100,40000,0,2.9892,191,1090,284,0,5
4748,10,200,3,3,1,4,1,100,40000,0,2.0473,150,872,162,0,5
4749,10,200,3,3,1,4,2,100,40000,0,2.1899,186,1079,265,0,5
4750,10,200,3,3,1,4,3,100,40000,0,1.9008,176,995,281,0,5
4751,10,200,3,3,1,4,4,100,40000,0,2.6272,191,1088,284,0,5
4752,10,200,3,3,2,1,1,100,40000,0,2.1138,159,926,233,0,5
4753,10,200,3,3,2,1,2,100,40000,0,2.4102,136,830,156,0,5
4754,10,200,3,3,2,1,3,100,40000,0,1.9792,176,1010,257,0,5
4755,10,200,3,3,2,1,4,100,40000,0,2.7019,169,1026,266,0,5
4756,10,200,3,3,2,2,1,100,40000,0,1.7392,163,989,161,0,5
4757,10,200,3,3,2,2,2,100,40000,0,2.1332,145,851,251,0,5
4758,10,200,3,3,2,2,3,100,40000,0,1.9910,173,1110,266,0,5
4759,10,200,3,3,2,2,4,100,40000,0,2.7035,162,996,273,0,5
4760,10,200,3,3,2,3,1,100,40000,0,1.9074,169,993,251,0,5
4761,10,200,3,3,2,3,2,100,40000,0,2.4042,157,993,260,0,5
4762,10,200,3,3,2,3,3,100,40000,0,2.0586,189,1139,275,0,5
4763,10,200,3,3,2,3,4,100,40000,0,2.2194,191,1101,169,0,5
4764,10,200,3,3,2,4,1,100,40000,0,1.8089,178,1024,251,0,5
4765,10,200,3,3,2,4,2,100,40000,0,2.0285,184,1065,260,0,5
4766,10,200,3,3,2,4,3,100,40000,0,2.0994,202,1188,275,0,5
4767,10,200,3,3,2,4,4,100,40000,0,2.3374,232,1285,171,0,5
4768,10,200,3,3,3,1,1,100,40000,0,1.8681,155,847,243,0,5
4769,10,200,3,3,3,1,2,100,40000,0,2.2196,169,969,253,0,5
4770,10,200,3,3,3,1,3,100,40000,0,2.0290,188,1047,267,0,5
4771,10,200,3,3,3,1,4,100,40000,0,2.8004,176,1005,277,0,5
4772,10,200,3,3,3,2,1,100,40000,0,2.0277,172,996,249,0,5
4773,10,200,3,3,3,2,2,100,40000,0,2.0060,170,946,259,0,5
4774,10,200,3,3,3,2,3,100,40000,0,2.1603,167,1028,273,0,5
4775,10,200,3,3,3,2,4,100,40000,0,2.9429,202,1155,283,0,5
4776,10,200,3,3,3,3,1,100,40000,0,1.8802,181,971,261,0,5
4777,10,200,3,3,3,3,2,100,40000,0,2.0961,202,1201,271,0,5
4778,10,200,3,3,3,3,3,100,40000,0,1.9761,193,1110,172,0,5
4779,10,200,3,3,3,3,4,100,40000,0,2.5850,234,1419,180,0,5
4780,10,200,3,3,3,4,1,100,40000,0,2.0093,189,1073,262,0,5
4781,10,200,3,3,3,4,2,100,40000,0,2.3105,191,1120,272,0,5
4782,10,200,3,3,3,4,3,100,40000,0,1.9140,186,1149,173,0,5
4783,10,200,3,3,3,4,4,100,40000,0,2.4357,226,1289,178,0,5
4784,10,200,3,3,4,1,1,100,40000,0,1.8947,175,1002,166,0,5
4785,10,200,3,3,4,1,2,100,40000,0,1.9170,150,865,254,0,5
4786,10,200,3,3,4,1,3,100,40000,0,1.9759,190,1123,273,0,5
4787,10,200,3,3,4,1,4,100,40000,0,2.6895,185,1061,276,0,5
4788,10,200,3,3,4,2,1,100,40000,0,2.1058,158,932,258,0,5
4789,10,200,3,3,4,2,2,100,40000,0,2.2740,202,1139,261,0,5
4790,10,200,3,3,4,2,3,100,40000,0,2.1146,190,1147,282,0,5
4791,10,200,3,3,4,2,4,100,40000,0,2.7411,166,999,285,0,5
4792,10,200,3,3,4,3,1,100,40000,0,1.9745,182,1071,267,0,5
4793,10,200,3,3,4,3,2,100,40000,0,2.1230,192,1125,272,0,5
4794,10,200,3,3,4,3,3,100,40000,0,2.0494,255,1496,176,0,5
4795,10,200,3,3,4,3,4,100,40000,0,2.2284,200,1140,175,0,5
4796,10,200,3,3,4,4,1,100,40000,0,2.2480,204,1162,267,0,5
4797,10,200,3,3,4,4,2,100,40000,0,2.2480,202,1147,272,0,5
4798,10,200,3,3,4,4,3,100,40000,0,2.0786,238,1443,176,0,5
4799,10,200,3,3,4,4,4,100,40000,0,2.5727,207,1173,175,0,5
4800,10,200,3,4,1,1,1,100,40000,0,2.0783,201,1115,236,0,5
4801,10,200,3,4,1,1,2,100,40000,0,2.0979,181,999,162,0,5
4802,10,200,3,4,1,1,3,100,40000,0,2.1582,184,1073,260,0,5
4803,10,200,3,4,1,1,4,100,40000,0,2.8979,177,1043,267,0,5
4804,10,200,3,4,1,2,1,100,40000,0,1.9743,198,1093,160,0,5
4805,10,200,3,4,1,2,2,100,40000,0,2.0749,157,896,162,0,5
4806,10,200,3,4,1,2,3,100,40000,0,2.1932,214,1287,267,0,5
4807,10,200,3,4,1,2,4,100,40000,0,2.8383,199,1161,273,0,5
4808,10,200,3,4,1,3,1,100,40000,0,2.2447,216,1209,254,0,5
4809,10,200,3,4,1,3,2,100,40000,0,2.5148,189,1117,266,0,5
4810,10,200,3,4,1,3,3,100,40000,0,2.2513,209,1181,278,0,5
4811,10,200,3,4,1,3,4,100,40000,0,2.5315,227,1314,173,0,5
4812,10,200,3,4,1,4,1,100,40000,0,2.2121,217,1228,256,0,5
4813,10,200,3,4,1,4,2,100,40000,0,2.2139,201,1166,266,0,5
4814,10,200,3,4,1,4,3,100,40000,0,2.0877,221,1270,280,0,5
4815,10,200,3,4,1,4,4,100,40000,0,2.4932,232,1325,172,0,5
4816,10,200,3,4,2,1,1,100,40000,0,2.0392,182,1073,236,0,5
4817,10,200,3,4,2,1,2,100,40000,0,2.3435,191,1090,243,0,5
4818,10,200,3,4,2,1,3,100,40000,0,2.1358,199,1081,258,0,5
4819,10,200,3,4,2,1,4,100,40000,0,2.8308,207,1230,266,0,5
4820,10,200,3,4,2,2,1,100,40000,0,1.9722,211,1205,242,0,5
4821,10,200,3,4,2,2,2,100,40000,0,2.3877,197,1101,249,0,5
4822,10,200,3,4,2,2,3,100,40000,0,2.2954,198,1238,264,0,5
4823,10,200,3,4,2,2,4,100,40000,0,2.8303,229,1313,272,0,5
4824,10,200,3,4,2,3,1,100,40000,0,2.0252,187,1092,254,0,5
4825,10,200,3,4,2,3,2,100,40000,0,2.4156,231,1418,261,0,5
4826,10,200,3,4,2,3,3,100,40000,0,2.1500,243,1361,163,0,5
4827,10,200,3,4,2,3,4,100,40000,0,2.6030,249,1456,168,0,5
4828,10,200,3,4,2,4,1,100,40000,0,2.0420,199,1100,256,0,5
4829,10,200,3,4,2,4,2,100,40000,0,2.4904,241,1452,263,0,5
4830,10,200,3,4,2,4,3,100,40000,0,2.0372,210,1245,165,0,5
4831,10,200,3,4,2,4,4,100,40000,0,2.7049,263,1597,169,0,5
4832,10,200,3,4,3,1,1,100,40000,0,2.0698,205,1212,164,0,5
4833,10,200,3,4,3,1,2,100,40000,0,2.1351,166,955,257,0,5
4834,10,200,3,4,3,1,3,100,40000,0,2.2240,216,1182,271,0,5
4835,10,200,3,4,3,1,4,100,40000,0,2.7943,210,1180,274,0,5
4836,10,200,3,4,3,2,1,100,40000,0,2.0990,195,1137,253,0,5
4837,10,200,3,4,3,2,2,100,40000,0,2.4033,195,1176,263,0,5
4838,10,200,3,4,3,2,3,100,40000,0,2.0632,204,1284,277,0,5
4839,10,200,3,4,3,2,4,100,40000,0,2.7043,163,1009,280,0,5
4840,10,200,3,4,3,3,1,100,40000,0,2.0080,198,1239,265,0,5
4841,10,200,3,4,3,3,2,100,40000,0,2.4236,204,1282,275,0,5
4842,10,200,3,4,3,3,3,100,40000,0,2.1154,282,1568,173,0,5
4843,10,200,3,4,3,3,4,100,40000,0,2.6384,182,1071,173,0,5
4844,10,200,3,4,3,4,1,100,40000,0,2.2703,235,1283,265,0,5
4845,10,200,3,4,3,4,2,100,40000,0,2.3717,228,1326,275,0,5
4846,10,200,3,4,3,4,3,100,40000,0,2.0212,271,1558,173,0,5
4847,10,200,3,4,3,4,4,100,40000,0,2.5705,214,1221,173,0,5
4848,10,200,3,4,4,1,1,100,40000,0,2.0580,188,1127,250,0,5
4849,10,200,3,4,4,1,2,100,40000,0,2.4923,186,1059,254,0,5
4850,10,200,3,4,4,1,3,100,40000,0,2.2427,209,1160,270,0,5
4851,10,200,3,4,4,1,4,100,40000,0,2.7003,198,1162,277,0,5
4852,10,200,3,4,4,2,1,100,40000,0,2.0993,177,1059,256,0,5
4853,10,200,3,4,4,2,2,100,40000,0,2.3941,212,1208,260,0,5
4854,10,200,3,4,4,2,3,100,40000,0,2.0510,169,995,276,0,5
4855,10,200,3,4,4,2,4,100,40000,0,2.7722,200,1210,283,0,5
4856,10,200,3,4,4,3,1,100,40000,0,2.2502,192,1159,268,0,5
4857,10,200,3,4,4,3,2,100,40000,0,2.4959,229,1341,272,0,5
4858,10,200,3,4,4,3,3,100,40000,0,1.9522,202,1138,169,0,5
4859,10,200,3,4,4,3,4,100,40000,0,2.6236,267,1638,174,0,5
4860,10,200,3,4,4,4,1,100,40000,0,2.0007,181,1056,268,0,5
4861,10,200,3,4,4,4,2,100,40000,0,2.3994,220,1366,272,0,5
4862,10,200,3,4,4,4,3,100,40000,0,1.9995,215,1209,169,0,5
4863,10,200,3,4,4,4,4,100,40000,0,2.6833,289,1538,175,0,5
4864,10,200,4,1,1,1,1,100,40000,0,0.4156,122,692,221,0,5
4865,10,200,4,1,1,1,2,100,40000,0,0.5476,166,866,224,0,5
4866,10,200,4,1,1,1,3,100,40000,0,0.6441,160,933,228,0,5
4867,10,200,4,1,1,1,4,100,40000,0,0.7589,206,1118,232,0,5
4868,10,200,4,1,1,2,1,100,40000,0,0.5898,132,720,229,0,5
4869,10,200,4,1,1,2,2,100,40000,0,0.6604,153,840,232,0,5
4870,10,200,4,1,1,2,3,100,40000,0,0.6196,136,802,236,0,5
4871,10,200,4,1,1,2,4,100,40000,0,0.7965,150,818,240,0,5
4872,10,200,4,1,1,3,1,100,40000,0,0.5712,152,920,245,0,5
4873,10,200,4,1,1,3,2,100,40000,0,0.6641,185,1056,248,0,5
4874,10,200,4,1,1,3,3,100,40000,0,0.6358,214,1252,252,0,5
4875,10,200,4,1,1,3,4,100,40000,0,0.6952,171,1010,170,0,5
4876,10,200,4,1,1,4,1,100,40000,0,0.7449,191,1091,245,0,5
4877,10,200,4,1,1,4,2,100,40000,0,0.7015,206,1195,248,0,5
4878,10,200,4,1,1,4,3,100,40000,0,0.6556,200,1140,252,0,5
4879,10,200,4,1,1,4,4,100,40000,0,0.8197,194,1096,256,0,5
4880,10,200,4,1,2,1,1,100,40000,0,0.5702,128,737,226,0,5
4881,10,200,4,1,2,1,2,100,40000,0,0.5406,144,809,229,0,5
4882,10,200,4,1,2,1,3,100,40000,0,0.5323,143,773,233,0,5
4883,10,200,4,1,2,1,4,100,40000,0,0.6620,139,807,241,0,5
4884,10,200,4,1,2,2,1,100,40000,0,0.5870,136,711,234,0,5
4885,10,200,4,1,2,2,2,100,40000,0,0.7158,134,770,237,0,5
4886,10,200,4,1,2,2,3,100,40000,0,0.5770,154,832,241,0,5
4887,10,200,4,1,2,2,4,100,40000,0,0.7380,141,776,249,0,5
4888,10,200,4,1,2,3,1,100,40000,0,0.6834,147,822,250,0,5
4889,10,200,4,1,2,3,2,100,40000,0,0.5863,136,794,169,0,5
4890,10,200,4,1,2,3,3,100,40000,0,0.5554,182,1060,257,0,5
4891,10,200,4,1,2,3,4,100,40000,0,0.6985,175,1010,265,0,5
4892,10,200,4,1,2,4,1,100,40000,0,0.6317,151,921,250,0,5
4893,10,200,4,1,2,4,2,100,40000,0,0.7092,152,875,169,0,5
4894,10,200,4,1,2,4,3,100,40000,0,0.6272,187,1134,257,0,5
4895,10,200,4,1,2,4,4,100,40000,0,0.8480,171,946,265,0,5
4896,10,200,4,1,3,1,1,100,40000,0,0.5126,156,837,241,0,5
4897,10,200,4,1,3,1,2,100,40000,0,0.6282,158,875,244,0,5
4898,10,200,4,1,3,1,3,100,40000,0,0.5132,157,873,250,0,5
4899,10,200,4,1,3,1,4,100,40000,0,0.6852,158,877,251,0,5
4900,10,200,4,1,3,2,1,100,40000,0,0.5618,173,971,249,0,5
4901,10,200,4,1,3,2,2,100,40000,0,0.7303,196,1101,252,0,5
4902,10,200,4,1,3,2,3,100,40000,0,0.6127,167,988,258,0,5
4903,10,200,4,1,3,2,4,100,40000,0,0.7878,219,1097,259,0,5
4904,10,200,4,1,3,3,1,100,40000,0,0.6086,187,1102,265,0,5
4905,10,200,4,1,3,3,2,100,40000,0,0.7347,193,1071,180,0,5
4906,10,200,4,1,3,3,3,100,40000,0,0.6109,187,1019,274,0,5
4907,10,200,4,1,3,3,4,100,40000,0,0.8004,189,1068,275,0,5
4908,10,200,4,1,3,4,1,100,40000,0,0.6351,192,1139,265,0,5
4909,10,200,4,1,3,4,2,100,40000,0,0.7129,200,1158,180,0,5
4910,10,200,4,1,3,4,3,100,40000,0,0.6324,203,1114,274,0,5
4911,10,200,4,1,3,4,4,100,40000,0,0.8429,209,1250,275,0,5
4912,10,200,4,1,4,1,1,100,40000,0,0.5767,127,760,240,0,5
4913,10,200,4,1,4,1,2,100,40000,0,0.5429,136,719,243,0,5
4914,10,200,4,1,4,1,3,100,40000,0,0.5856,138,777,249,0,5
4915,10,200,4,1,4,1,4,100,40000,0,0.6543,140,810,250,0,5
4916,10,200,4,1,4,2,1,100,40000,0,0.6089,150,897,249,0,5
4917,10,200,4,1,4,2,2,100,40000,0,0.6648,154,953,251,0,5
4918,10,200,4,1,4,2,3,100,40000,0,0.6426,190,1071,257,0,5
4919,10,200,4,1,4,2,4,100,40000,0,0.8337,182,1054,258,0,5
4920,10,200,4,1,4,3,1,100,40000,0,0.5729,170,1021,264,0,5
4921,10,200,4,1,4,3,2,100,40000,0,0.5963,172,1014,267,0,5
4922,10,200,4,1,4,3,3,100,40000,0,0.5992,195,1119,273,0,5
4923,10,200,4,1,4,3,4,100,40000,0,0.6553,194,1081,274,0,5
4924,10,200,4,1,4,4,1,100,40000,0,0.6790,212,1124,264,0,5
4925,10,200,4,1,4,4,2,100,40000,0,0.7355,186,1104,267,0,5
4926,10,200,4,1,4,4,3,100,40000,0,0.6187,218,1227,273,0,5
4927,10,200,4,1,4,4,4,100,40000,0,0.7874,190,1042,274,0,5
4928,10,200,4,2,1,1,1,100,40000,0,0.6495,152,825,232,0,5
4929,10,200,4,2,1,1,2,100,40000,0,0.6243,142,798,234,0,5
4930,10,200,4,2,1,1,3,100,40000,0,0.5851,159,834,239,0,5
4931,10,200,4,2,1,1,4,100,40000,0,0.7418,145,803,243,0,5
4932,10,200,4,2,1,2,1,100,40000,0,0.6233,172,952,240,0,5
4933,10,200,4,2,1,2,2,100,40000,0,0.7274,167,974,242,0,5
4934,10,200,4,2,1,2,3,100,40000,0,0.6371,197,1060,247,0,5
4935,10,200,4,2,1,2,4,100,40000,0,0.8364,178,981,251,0,5
4936,10,200,4,2,1,3,1,100,40000,0,0.6766,195,1011,256,0,5
4937,10,200,4,2,1,3,2,100,40000,0,0.6901,177,1011,166,0,5
4938,10,200,4,2,1,3,3,100,40000,0,0.6863,218,1100,263,0,5
4939,10,200,4,2,1,3,4,100,40000,0,0.8650,209,1144,267,0,5
4940,10,200,4,2,1,4,1,100,40000,0,0.6790,191,1084,256,0,5
4941,10,200,4,2,1,4,2,100,40000,0,0.7310,176,982,166,0,5
4942,10,200,4,2,1,4,3,100,40000,0,0.7044,200,1196,263,0,5
4943,10,200,4,2,1,4,4,100,40000,0,0.8459,200,1022,267,0,5
4944,10,200,4,2,2,1,1,100,40000,0,0.6454,172,965,237,0,5
4945,10,200,4,2,2,1,2,100,40000,0,0.7081,172,992,240,0,5
4946,10,200,4,2,2,1,3,100,40000,0,0.6237,175,963,244,0,5
4947,10,200,4,2,2,1,4,100,40000,0,0.7951,183,1018,252,0,5
4948,10,200,4,2,2,2,1,100,40000,0,0.6805,182,984,245,0,5
4949,10,200,4,2,2,2,2,100,40000,0,0.6837,171,987,248,0,5
4950,10,200,4,2,2,2,3,100,40000,0,0.6354,188,1032,167,0,5
4951,10,200,4,2,2,2,4,100,40000,0,0.7978,185,1100,260,0,5
4952,10,200,4,2,2,3,1,100,40000,0,0.6968,212,1210,261,0,5
4953,10,200,4,2,2,3,2,100,40000,0,0.7704,209,1165,264,0,5
4954,10,200,4,2,2,3,3,100,40000,0,0.6998,212,1193,268,0,5
4955,10,200,4,2,2,3,4,100,40000,0,0.8514,223,1306,276,0,5
4956,10,200,4,2,2,4,1,100,40000,0,0.7121,202,1192,261,0,5
4957,10,200,4,2,2,4,2,100,40000,0,0.7463,196,1069,264,0,5
4958,10,200,4,2,2,4,3,100,40000,0,0.6892,223,1369,268,0,5
4959,10,200,4,2,2,4,4,100,40000,0,0.8021,208,1171,276,0,5
4960,10,200,4,2,3,1,1,100,40000,0,0.6854,179,990,253,0,5
